 1; 0; 100; 0; .0361
 2; 50; 50; .036; .0253
 6; 50; 33.33; .0384; .0397
 7; 57.14; 42.86; .0505; .0687
 2; 50; 50; .1088; .0905


 1; 100; 0; .0725; 0
 3; 33.33; 33.33; .1015; .0506







 2; 50; 50; .0108; .0253

 1; 100; 0; .029; 0
 1; 100; 0; .0616; 0




 1; 0; 100; 0; .0831
 1; 0; 100; 0; .0432
 3; 0; 100; 0; .0722


 1; 0; 100; 0; .0396
 3; 100; 0; .0361; 0
 1; 0; 100; 0; .0721
 4; 25; 50; .0144; .0362
 2; 50; 50; .029; .0255

 1; 100; 0; .0364; 0



 1; 0; 100; 0; .0614
 1; 100; 0; .0725; 0
 5; 40; 60; .0344; .0759
 7; 71.43; 28.57; .0325; .0361
 5; 40; 60; .065; .0289
 13; 53.85; 38.46; .0299; .0771
 5; 60; 40; .0649; .0505
 2; 100; 0; .0634; 0
 2; 0; 50; 0; .0398
 7; 28.57; 57.14; .0595; .0289
 4; 25; 75; .0901; .0241
 15; 60; 40; .0301; .0272
 8; 37.5; 62.5; .0471; .0361
 12; 50; 50; .0265; .0265
 8; 25; 75; .0579; .0307
 5; 40; 60; .0398; .0723
 4; 75; 25; .0373; .0218
 8; 50; 50; .0289; .0371
 10; 60; 40; .0548; .0515
 6; 50; 33.33; .0543; .0382
 3; 33.33; 66.67; .0072; .0399
 4; 50; 50; .0451; .0326
 2; 50; 50; .036; .1198




 1; 100; 0; .0254; 0
 1; 100; 0; .0109; 0
 3; 33.33; 66.67; .0145; .0307
 2; 50; 0; .0109; 0
 1; 100; 0; .0109; 0
 1; 0; 100; 0; .0795
 1; 0; 100; 0; .1012
 1; 0; 100; 0; .1012




















 1; 100; 0; .029; 0


 1; 0; 100; 0; .0758
 1; 100; 0; .0146; 0
 5; 80; 20; .0426; .0181
 5; 40; 60; .0362; .0302
 4; 50; 25; .0182; .0867
 2; 0; 100; 0; .0596
 7; 28.57; 57.14; .065; .0361
 4; 25; 75; .1083; .0518
 5; 80; 20; .0289; .0796
 6; 66.67; 33.33; .0525; .0199
 8; 100; 0; .0557; 0
 18; 44.44; 55.56; .0361; .0326
 21; 38.1; 57.14; .0375; .0479
 24; 58.33; 41.67; .0305; .046
 22; 68.18; 31.82; .0429; .0306
 18; 61.11; 33.33; .0336; .0682
 11; 36.36; 63.64; .0271; .034
 2; 50; 50; .0217; .0361


 1; 0; 100; 0; .0217
 4; 75; 25; .0518; .0937
 15; 40; 60; .0554; .0502
 15; 53.33; 40; .0388; .0529
 4; 50; 50; .056; .0397
 1; 100; 0; .0613; 0


 1; 0; 100; 0; .0144
 6; 33.33; 50; .0199; .0688
 8; 50; 37.5; .0351; .058
 6; 50; 50; .0265; .035
 15; 46.67; 53.33; .0408; .0339
 12; 83.33; 16.67; .0416; .0671
 6; 50; 50; .0447; .0409
 3; 66.67; 33.33; .0435; .0507
 1; 0; 100; 0; .0579

 2; 100; 0; .0362; 0

 1; 0; 100; 0; .0145
 1; 0; 100; 0; .0145
 1; 0; 0; 0; 0
 4; 50; 50; .0433; .0289
 6; 16.67; 83.33; .0144; .0275
 12; 25; 66.67; .0589; .0415
 17; 29.41; 70.59; .0577; .0481
 16; 37.5; 62.5; .0614; .0602
 15; 40; 53.33; .0446; .0454
 7; 28.57; 71.43; .0614; .0216
 5; 40; 60; .0416; .0361
 1; 0; 100; 0; .0144


 1; 100; 0; .0181; 0
 1; 0; 100; 0; .0253
 6; 83.33; 16.67; .0414; .0145
 3; 33.33; 66.67; .0473; .0505
 2; 50; 50; .0072; .0217






 1; 0; 100; 0; .0362


 2; 50; 50; .0145; .0473





 1; 100; 0; .0181; 0
 8; 37.5; 62.5; .0521; .0354
 9; 66.67; 33.33; .0362; .0241
 10; 70; 30; .0346; .053
 1; 100; 0; .0544; 0

 5; 60; 40; .0856; .0852
 14; 42.86; 42.86; .0423; .0495
 25; 52; 48; .0426; .047
 28; 67.86; 32.14; .0362; .0474
 36; 66.67; 30.56; .0398; .0386
 44; 56.82; 40.91; .0476; .0425
 46; 54.35; 45.65; .0386; .0358
 28; 53.57; 46.43; .0386; .0373
 12; 66.67; 33.33; .0448; .0379
 5; 60; 40; .0351; .0613
 4; 25; 50; .0975; .0613
 2; 50; 50; .083; .072
 1; 100; 0; .0361; 0
 1; 100; 0; .0289; 0
 2; 0; 100; 0; .0109
 4; 50; 50; .0199; .0525
 1; 0; 100; 0; .0797






 2; 50; 50; .0036; .0108
 2; 50; 50; .0978; .018
 2; 50; 50; .047; .054

 1; 0; 100; 0; .0361
 1; 100; 0; .0724; 0

 5; 40; 40; .0397; .0272
 19; 73.68; 21.05; .0447; .0434
 22; 36.36; 63.64; .0394; .0368
 28; 42.86; 57.14; .0341; .0326
 31; 61.29; 38.71; .0322; .0302
 44; 54.55; 43.18; .0439; .0399
 55; 60; 40; .0416; .0357
 45; 57.78; 42.22; .0353; .0417
 26; 50; 50; .0362; .0401
 5; 60; 40; .0277; .0307
 1; 0; 100; 0; .0361
 3; 33.33; 33.33; .0289; .0289
 1; 100; 0; .0108; 0
 1; 100; 0; .0108; 0
 1; 100; 0; .1086; 0
 4; 75; 25; .0483; .0507
 1; 100; 0; .0181; 0
 1; 100; 0; .0109; 0

 1; 0; 0; 0; 0
 2; 50; 50; .0435; .0361
 1; 100; 0; .0289; 0
 9; 55.56; 44.44; .0455; .0199
 20; 60; 40; .038; .0529
 18; 55.56; 44.44; .0415; .0344
 15; 46.67; 53.33; .0381; .0371
 22; 68.18; 31.82; .0516; .0326
 17; 52.94; 47.06; .0338; .0349
 18; 61.11; 38.89; .0329; .0398
 7; 85.71; 14.29; .0429; .0253
 1; 100; 0; .0543; 0
 1; 100; 0; .0796; 0
 1; 100; 0; .0905; 0
 2; 50; 50; .1014; .0719
 3; 66.67; 0; .0922; 0
 4; 50; 25; .0289; .1442
 1; 0; 100; 0; .0793





 1; 0; 100; 0; .0254
 2; 0; 100; 0; .047
 3; 0; 66.67; 0; .0416
 1; 0; 100; 0; .0253
 10; 60; 40; .0217; .0271
 24; 50; 50; .0455; .032
 21; 71.43; 23.81; .0454; .0401
 21; 71.43; 28.57; .029; .0187
 11; 45.45; 54.55; .0508; .0253
 8; 75; 25; .0308; .0182
 6; 66.67; 33.33; .0535; .0766
 6; 83.33; 16.67; .0363; .108
 4; 25; 75; .0288; .0636
 1; 0; 100; 0; .018




 1; 0; 100; 0; .0584






 1; 100; 0; .0326; 0




 1; 0; 100; 0; .0362
 1; 0; 100; 0; .0217
 2; 0; 100; 0; .0432
 2; 50; 50; .0686; .0542
 1; 100; 0; .0361; 0
 1; 100; 0; .0289; 0
 9; 44.44; 44.44; .0307; .0327
 23; 52.17; 47.83; .0464; .0458
 16; 75; 25; .0169; .0154
 1; 0; 100; 0; .0181
 1; 0; 100; 0; .0615
 1; 0; 100; 0; .0651
 1; 100; 0; .0578; 0
 1; 0; 100; 0; .0181
 2; 50; 50; .0217; .0109



 1; 100; 0; .0434; 0
 4; 75; 25; .035; .0145










 1; 100; 0; .0289; 0




 1; 100; 0; .0144; 0
 2; 100; 0; .027; 0
 3; 66.67; 33.33; .0505; .0072
 3; 100; 0; .0336; 0
 10; 70; 30; .0469; .0662
 9; 44.44; 44.44; .046; .0468
 5; 60; 40; .0361; .0288
 2; 50; 50; .0615; .0145
 3; 0; 100; 0; .0314
 3; 33.33; 66.67; .0541; .0326
 1; 0; 100; 0; .0072
 1; 0; 100; 0; .018
 2; 50; 50; .0181; .036
 4; 50; 50; .0217; .0306
 7; 57.14; 42.86; .0308; .0457










 1; 0; 100; 0; .0508


 3; 100; 0; .0626; 0
 3; 100; 0; .0494; 0
 2; 50; 50; .0648; .0217
 3; 100; 0; .0278; 0
 3; 66.67; 33.33; .0163; .0036
 8; 50; 50; .0307; .0243
 9; 44.44; 55.56; .0415; .0427
 8; 50; 50; .0559; .0497
 12; 41.67; 58.33; .0578; .0299
 15; 53.33; 46.67; .0456; .0449
 10; 40; 60; .0442; .053
 10; 50; 40; .0587; .0658
 7; 14.29; 85.71; .0579; .0578
 7; 28.57; 71.43; .0724; .0615
 4; 25; 75; .0144; .0277
 4; 25; 50; .0652; .0307
 9; 55.56; 44.44; .0296; .0371
 11; 45.45; 54.55; .0534; .0428
 20; 55; 45; .0476; .061
 11; 36.36; 63.64; .066; .0518
 3; 33.33; 66.67; .0686; .0362
 3; 66.67; 0; .0325; 0

 1; 100; 0; .0036; 0
 2; 50; 50; .0797; .0543
 2; 0; 50; 0; .0108
 1; 0; 100; 0; .0432
 4; 50; 50; .0273; .0432
 7; 28.57; 57.14; .0475; .0658
 12; 41.67; 58.33; .0319; .0557
 8; 50; 50; .0725; .0606
 3; 66.67; 33.33; .0146; .0542
 2; 50; 0; .0036; 0
 1; 0; 100; 0; .018
 2; 50; 50; .0433; .018

 7; 42.86; 57.14; .0673; .0289
 5; 60; 40; .0676; .018
 5; 40; 60; .0472; .0565
 4; 75; 25; .0265; .0579
 3; 0; 100; 0; .0253
 4; 25; 75; .0867; .0169
 2; 50; 50; .0146; .0144
 1; 0; 100; 0; .0292

 2; 0; 100; 0; .0235
 2; 0; 100; 0; .0541



 1; 0; 100; 0; .0506
 2; 0; 100; 0; .0379
 2; 0; 100; 0; .056
 2; 0; 100; 0; .0362
 3; 0; 66.67; 0; .0397
 4; 75; 25; .0266; .0217
 5; 80; 20; .0398; .0649




 1; 0; 100; 0; .0542




 1; 100; 0; .0253; 0
 1; 0; 100; 0; .0253



 2; 50; 50; .0434; .0361
 4; 75; 25; .0434; .0256
 4; 25; 75; .0867; .0304
 4; 50; 50; .0219; .02





 2; 50; 50; .0218; .0291
 1; 0; 100; 0; .0651

 1; 0; 100; 0; .029
 1; 0; 100; 0; .0219
 1; 0; 100; 0; .0621
 4; 25; 75; .0072; .0315
 15; 53.33; 46.67; .037; .028
 14; 57.14; 42.86; .052; .0319
 1; 0; 100; 0; .0252

 1; 100; 0; .0109; 0

 1; 100; 0; .0253; 0
 2; 0; 100; 0; .0396
 1; 0; 100; 0; .0613
 1; 0; 100; 0; .0938

 1; 100; 0; .0722; 0
 1; 0; 100; 0; .0288
 1; 0; 100; 0; .0252
 1; 100; 0; .0145; 0
 1; 0; 100; 0; .0471
 1; 0; 100; 0; .0507
 1; 0; 100; 0; .0584







 1; 0; 100; 0; .0181
 2; 50; 50; .0218; .0362
 3; 100; 0; .0337; 0
 2; 100; 0; .0398; 0
 1; 100; 0; .0615; 0
 2; 50; 0; .0542; 0


 4; 25; 75; .101; .0763
 4; 25; 75; .0292; .075
 12; 41.67; 50; .0391; .0477
 6; 50; 33.33; .0217; .0127
 2; 0; 100; 0; .0199
 2; 50; 50; .0181; .054
 1; 0; 100; 0; .0108

 1; 0; 100; 0; .0217

 1; 100; 0; .0579; 0
 1; 100; 0; .0507; 0

 3; 66.67; 33.33; .0397; .0216
 4; 25; 50; .0144; .0361
 5; 20; 80; .0432; .0434
 6; 66.67; 33.33; .0333; .0415
 9; 22.22; 77.78; .0433; .0433
 2; 50; 50; .1261; .0145
 3; 33.33; 66.67; .0182; .0289
 1; 0; 100; 0; .036





 2; 0; 100; 0; .0253
 4; 25; 75; .1085; .0314



 1; 100; 0; .0729; 0
 1; 100; 0; .0401; 0
 3; 33.33; 33.33; .0217; .0433
 2; 100; 0; .0236; 0

 1; 0; 100; 0; .0362
 1; 100; 0; .0036; 0
 1; 100; 0; .0397; 0
 2; 0; 50; 0; .0433
 2; 0; 50; 0; .0145
 5; 60; 40; .0507; .0198
 8; 50; 50; .038; .0444
 2; 100; 0; .0542; 0
 1; 100; 0; .0721; 0
 1; 100; 0; .0648; 0








 2; 50; 50; .0109; .0073




 1; 100; 0; .0468; 0
 3; 33.33; 66.67; .0432; .0343
 5; 40; 60; .0163; .0182
 2; 50; 50; .0364; .0073




 1; 0; 100; 0; .054

 2; 50; 50; .0723; .1043
 1; 100; 0; .0253; 0


 1; 100; 0; .0362; 0
 1; 0; 0; 0; 0
 2; 100; 0; .0455; 0
 3; 66.67; 33.33; .0327; .0253
 3; 33.33; 33.33; .0217; .047
 2; 50; 50; .0145; .0434




 3; 66.67; 33.33; .0379; .0542
 6; 50; 50; .0314; .0169
 6; 50; 50; .0229; .0313
 3; 33.33; 33.33; .0907; .0108
 2; 0; 100; 0; .0181
 3; 66.67; 33.33; .0254; .0507
 5; 40; 60; .0162; .0206
 3; 66.67; 33.33; .0218; .0073
 1; 0; 100; 0; .0072
 4; 100; 0; .0579; 0
 3; 66.67; 33.33; .0343; .0216
 2; 0; 100; 0; .0217
 2; 0; 100; 0; .065
 1; 0; 100; 0; .0072
 8; 50; 50; .0235; .0418
 5; 0; 100; 0; .0282










 2; 100; 0; .0434; 0
 3; 66.67; 33.33; .0216; .0145
 10; 40; 60; .0631; .0345
 4; 25; 75; .0073; .023
 8; 12.5; 87.5; .1333; .0347
 6; 33.33; 66.67; .0451; .0263
 2; 50; 50; .0292; .0072
 3; 0; 100; 0; .0228
 1; 0; 100; 0; .0108
 1; 100; 0; .0109; 0








 2; 0; 100; 0; .0434


 1; 100; 0; .0072; 0
 1; 100; 0; .0108; 0

 1; 0; 100; 0; .0217
 2; 100; 0; .0181; 0

 1; 0; 100; 0; .0362

 1; 100; 0; .0217; 0
 2; 50; 50; .0796; .0217
 2; 50; 50; .0289; .0361

 1; 100; 0; .0109; 0
 2; 50; 50; .0828; .0474
 3; 33.33; 66.67; .09; .0455
 5; 40; 60; .0468; .0532
 4; 50; 50; .0397; .0417
 5; 40; 60; .0399; .036
 8; 50; 37.5; .0425; .0581
 10; 50; 40; .0538; .0658
 9; 33.33; 66.67; .057; .0578
 9; 44.44; 55.56; .0681; .0615
 2; 50; 50; .0724; .0721
 2; 50; 50; .0362; .1081
 2; 0; 100; 0; .0669
 2; 0; 100; 0; .0398
 7; 14.29; 71.43; .0181; .0413
 10; 20; 60; .0545; .0441
 17; 58.82; 41.18; .0332; .0477
 18; 55.56; 44.44; .0278; .0502
 28; 57.14; 42.86; .0423; .0362
 19; 52.63; 47.37; .0467; .0387
 16; 68.75; 31.25; .0435; .0428
 6; 66.67; 33.33; .0362; .0522
 2; 50; 50; .0362; .0216
 2; 0; 100; 0; .0381
 1; 0; 100; 0; .0146
 2; 100; 0; .0217; 0




 1; 0; 100; 0; .0433
 1; 0; 100; 0; .0613
 1; 0; 100; 0; .0722
 1; 0; 100; 0; .1083



 1; 0; 100; 0; .0288
 1; 0; 100; 0; .0396


 3; 33.33; 66.67; .0828; .0199
 1; 100; 0; .0144; 0
 5; 20; 60; .0145; .0313
 10; 20; 70; .054; .0469
 12; 25; 66.67; .0288; .037
 10; 30; 70; .0265; .0263
 4; 25; 75; .0507; .0616











 2; 50; 0; .0108; 0
 2; 50; 50; .0253; .0504

 2; 0; 100; 0; .0272
 3; 33.33; 33.33; .0364; .1191
 5; 40; 40; .0272; .0415
 6; 33.33; 50; .0127; .0434
 5; 20; 80; .0072; .03
 6; 66.67; 33.33; .0408; .0506
 8; 75; 25; .043; .0559
 3; 100; 0; .0338; 0

 2; 0; 100; 0; .0543
 16; 50; 50; .0394; .0377
 28; 64.29; 35.71; .0394; .0544
 36; 58.33; 38.89; .0337; .0391
 34; 58.82; 41.18; .0322; .0438
 17; 58.82; 41.18; .0333; .0259
 12; 66.67; 33.33; .0543; .0664
 11; 54.55; 45.45; .035; .0407
 7; 71.43; 28.57; .0398; .0237
 2; 50; 0; .0722; 0
 1; 100; 0; .0108; 0







 1; 0; 100; 0; .0365





 2; 50; 50; .0723; .018
 3; 33.33; 66.67; .036; .0361
 9; 55.56; 44.44; .026; .0388
 17; 35.29; 64.71; .0307; .0478
 4; 75; 25; .0169; .0108
 3; 33.33; 66.67; .0505; .0362
 3; 66.67; 33.33; .0687; .0796

 5; 60; 40; .0181; .038
 4; 25; 75; .1119; .0339
 7; 14.29; 85.71; .0722; .0464
 7; 28.57; 71.43; .0468; .0426
 7; 57.14; 42.86; .0587; .0494
 5; 40; 60; .0309; .0133
 2; 0; 100; 0; .0325
 2; 50; 50; .1166; .0401
 2; 0; 50; 0; .0397
 2; 50; 50; .0073; .0361
 1; 0; 100; 0; .018
 2; 100; 0; .029; 0
 2; 50; 50; .0217; .0072
 2; 100; 0; .0145; 0
 1; 100; 0; .0217; 0
 2; 0; 100; 0; .0145
 1; 100; 0; .0073; 0
 3; 66.67; 33.33; .0325; .0829
 10; 50; 40; .0651; .0181
 8; 50; 50; .0352; .028
 3; 0; 100; 0; .0602
 2; 0; 100; 0; .0235
 2; 0; 100; 0; .02
 4; 25; 50; .0073; .0599
 7; 28.57; 71.43; .0289; .0371
 16; 62.5; 37.5; .0358; .0358
 23; 60.87; 34.78; .0437; .0268
 19; 36.84; 63.16; .0337; .0302
 17; 47.06; 52.94; .0281; .0378
 21; 57.14; 42.86; .0338; .043
 12; 58.33; 41.67; .0358; .0305
 17; 47.06; 47.06; .0494; .0516
 22; 59.09; 40.91; .0366; .0491
 6; 83.33; 16.67; .0298; .08
 8; 62.5; 37.5; .0414; .0493
 3; 0; 100; 0; .0337
 1; 0; 100; 0; .0218


 6; 16.67; 83.33; .0366; .0455
 10; 70; 30; .03; .0397
 8; 50; 50; .0496; .0713
 5; 20; 80; .0144; .0362
 4; 25; 75; .0579; .0492
 4; 50; 50; .0326; .0451
 6; 33.33; 50; .0417; .0374
 9; 33.33; 44.44; .0242; .0642
 11; 27.27; 72.73; .0132; .0463
 25; 56; 44; .0342; .0575
 9; 55.56; 44.44; .0312; .0261
 1; 100; 0; .0364; 0





 1; 100; 0; .0108; 0
 1; 0; 100; 0; .0108
 3; 33.33; 66.67; .0505; .0144
 5; 40; 60; .0362; .0327
 5; 40; 40; .0182; .0743
 3; 0; 100; 0; .0351
 3; 0; 100; 0; .0664
 4; 0; 100; 0; .0435
 2; 0; 100; 0; .0343









 1; 0; 100; 0; .0438
 6; 83.33; 16.67; .0335; .0145
 17; 64.71; 35.29; .0513; .0558
 25; 32; 68; .04; .0305
 23; 52.17; 47.83; .0338; .0418
 8; 75; 25; .0435; .0199
 4; 50; 25; .0524; .0361
 2; 0; 100; 0; .0524
 2; 100; 0; .0218; 0
 6; 66.67; 33.33; .0172; .038
 5; 40; 60; .0669; .0339
 3; 33.33; 66.67; .0507; .0217
 1; 100; 0; .0253; 0
 3; 33.33; 66.67; .0218; .0416
 4; 25; 75; .1083; .0459
 1; 0; 100; 0; .0108
 1; 0; 100; 0; .018
 1; 0; 100; 0; .0108










 1; 100; 0; .0546; 0
 7; 57.14; 42.86; .0498; .0423
 7; 28.57; 71.43; .0397; .0276
 11; 54.55; 45.45; .0392; .0484
 9; 55.56; 44.44; .053; .0479
 4; 50; 50; .0763; .0362
 2; 0; 100; 0; .009
 4; 50; 50; .0235; .0346
 12; 50; 50; .0417; .0272
 28; 60.71; 39.29; .0317; .0408
 35; 60; 40; .041; .0375
 32; 53.12; 43.75; .0379; .0421
 27; 59.26; 40.74; .0467; .0417
 17; 64.71; 35.29; .0406; .0253
 14; 35.71; 64.29; .029; .0385
 9; 55.56; 44.44; .0195; .0435
 1; 0; 100; 0; .0507
 3; 33.33; 66.67; .0401; .0543













 1; 0; 100; 0; .0255
 2; 0; 50; 0; .0613
 6; 33.33; 66.67; .0487; .0425
 6; 33.33; 66.67; .0309; .0136
 4; 0; 100; 0; .0453
 3; 33.33; 66.67; .1166; .0456
 3; 0; 66.67; 0; .0253
 2; 100; 0; .0201; 0
 4; 75; 25; .0448; .018
 2; 100; 0; .06; 0
 2; 50; 50; .018; .0649
 3; 33.33; 66.67; .0474; .0526
 2; 0; 50; 0; .0145
 6; 50; 16.67; .0423; .018
 5; 60; 40; .0229; .0237
 3; 66.67; 0; .0542; 0
 2; 100; 0; .0685; 0

 3; 66.67; 33.33; .0433; .0108
 1; 100; 0; .0108; 0




















 1; 100; 0; .0655; 0
 1; 100; 0; .0437; 0

 2; 50; 50; .011; .0217

 1; 100; 0; .011; 0
 1; 0; 100; 0; .0658
 1; 0; 100; 0; .1368

 1; 0; 100; 0; .0507
 1; 100; 0; .0146; 0
 4; 75; 25; .0423; .0804
 6; 16.67; 83.33; .0613; .0415
 10; 50; 50; .0592; .0667
 11; 54.55; 36.36; .033; .047
 12; 33.33; 66.67; .0361; .0429
 15; 40; 60; .0318; .0562
 5; 40; 60; .056; .0557
